index,23SoilWC ค.ชื้นดิน
02_1,31.1
02_2,37.08999999999996
02_3,37.106999999999964
02_4,37.16599999999996
02_5,37.13399999999995
02_6,37.24149999999996
02_7,37.045499999999954
02_8,37.106999999999964
02_9,37.17649999999996
02_10,37.10499999999996
02_11,37.04149999999996
02_12,37.24649999999997
02_13,37.11449999999997
02_14,37.20449999999997
02_15,37.171499999999966
02_16,37.31899999999994
02_17,37.37849999999993
02_18,42.791000000000004
02_19,44.144500000000036
02_20,44.373000000000026
02_21,45.580499999999994
02_22,45.55399999999997
02_23,45.57149999999999
02_24,45.56699999999998
02_25,46.687
02_26,46.31299999999998
02_27,47.01849999999997
02_28,46.605999999999995
02_29,46.66700000000001
02_30,35.32200000000004
02_31,46.04299999999999
02_32,35.34350000000002
02_33,47.544
02_34,48.50249999999996
02_35,48.32799999999998
02_36,49.52149999999996
02_37,45.624
02_38,45.62449999999997
02_39,43.07199999999999
02_40,44.50149999999998
02_41,35.90050000000002
02_42,43.175
02_43,43.28699999999999
02_44,43.11199999999999
02_45,45.90949999999999
02_46,42.80299999999999
02_47,42.94499999999999
02_48,43.35349999999998
02_49,35.93050000000002
02_50,42.94799999999999
02_51,43.08099999999999
02_52,48.20849999999998
02_53,47.587999999999994
02_54,46.51449999999998
02_55,47.25
02_56,46.26399999999998
02_57,46.094000000000015
02_58,46.33000000000001
02_59,46.22999999999998
02_60,46.5945
02_61,35.89850000000004
02_62,46.707499999999975
02_63,32.26600000000004
02_64,39.322999999999965
02_65,39.108999999999945
02_66,32.25700000000002
02_67,39.20545454545455
02_68,39.089735795454565
02_69,39.26995454545454
02_70,39.47795454545454
02_71,39.270954545454536
02_72,39.369499999999974
02_73,39.499500000000005
02_74,39.66999999999999
02_75,39.62599999999998
02_76,39.46599999999999
02_77,39.42949999999998
02_78,32.58200000000002
02_79,39.43499999999999
02_80,39.17074999999996
02_81,39.24295454545448
02_82,39.00245454545451
02_83,38.900829545454506
02_84,38.887749999999954
02_85,38.99599999999999
02_86,38.98149999999996
02_87,39.18899999999998
02_88,39.26549999999997
02_89,39.14849999999997
02_90,39.27199999999998
02_91,39.19299999999996
02_92,39.26299999999997
02_93,32.62250000000002
02_94,39.31349999999998
02_95,39.027999999999984
02_96,38.97999999999997
02_97,39.18199999999999
02_98,39.25149999999996
02_99,32.845000000000006
02_100,32.76200000000002
02_101,32.770000000000024
02_102,38.98549999999998
02_103,38.99099999999999
02_104,38.98099999999997
02_105,38.65149999999996
02_106,38.65099999999996
02_107,38.64699999999997
02_108,38.68649999999996
02_109,38.70799999999997
02_110,38.624499999999955
02_111,38.85499999999996
02_112,38.72699999999997
02_113,38.831499999999956
09_1,40.33200000000002
09_2,40.267000000000024
09_3,40.428999999999995
09_4,40.10049999999999
09_5,34.07199999999998
09_6,34.08449999999999
09_7,39.96049999999998
09_8,40.05849999999999
09_9,39.9225
09_10,39.834
09_11,40.141999999999996
09_12,40.001000000000005
09_13,40.116499999999995
09_14,40.097500000000004
09_15,39.11849999999995
09_16,39.05299999999997
09_17,33.82549999999998
09_18,39.23599999999994
09_19,39.26499999999996
09_20,39.14849999999996
09_21,39.166499999999964
09_22,39.02599999999997
09_23,39.20299999999995
09_24,39.14499999999994
09_25,39.15599999999997
09_26,39.30049999999996
09_27,39.00799999999996
09_28,39.08549999999996
09_29,39.16749999999994
09_30,33.87
09_31,39.30549999999996
09_32,39.488499999999966
09_33,40.35549999999998
09_34,40.47099999999996
09_35,39.509499999999996
09_36,39.58549999999995
09_37,39.61099999999995
09_38,39.75249999999995
09_39,39.569999999999965
09_40,39.80249999999999
09_41,39.586999999999975
09_42,39.71699999999998
09_43,33.838499999999996
09_44,39.561499999999974
09_45,39.73149999999995
09_46,39.71449999999992
09_47,37.187499999999936
09_48,37.04699999999993
09_49,37.187499999999936
09_50,38.522499999999944
09_51,37.37749999999995
09_52,37.267499999999934
09_53,38.72999999999993
09_54,37.72549999999992
09_55,37.91499999999994
09_56,37.91499999999994
09_57,37.673499999999926
09_58,37.669499999999935
09_59,37.54149999999993
09_60,37.74249999999993
09_61,38.168499999999916
09_62,37.742499999999936
09_63,37.68899999999993
09_64,36.75250000000001
09_65,37.902499999999925
09_66,36.974
09_67,37.94649999999993
09_68,37.89449999999992
09_69,37.82799999999994
09_70,37.874999999999915
09_71,37.85649999999993
09_72,37.96799999999994
09_73,37.611999999999924
09_74,37.88199999999993
09_75,38.93499999999992
09_76,38.973499999999945
09_77,37.98349999999996
09_78,37.97949999999996
09_79,37.98599999999997
09_80,37.96499999999996
09_81,38.109499999999954
09_82,38.06899999999996
09_83,37.620999999999945
09_84,37.98549999999996
09_85,38.05799999999996
09_86,38.03449999999996
09_87,38.00049999999996
09_88,37.76399999999996
09_89,38.00749999999996
09_90,37.88049999999994
09_91,38.29949999999996
09_92,36.63000000000001
09_93,36.538999999999994
09_94,41.12999999999995
09_95,38.79249999999995
09_96,41.292999999999935
09_97,41.218999999999944
09_98,41.12199999999995
09_99,41.042499999999954
09_100,41.042499999999954
09_101,41.119999999999955
09_102,40.88699999999992
09_103,40.706499999999934
09_104,40.16349999999995
09_105,41.17349999999995
09_106,41.17899999999995
09_107,40.88699999999992
09_108,41.093999999999944
09_109,41.17349999999995
09_110,41.24349999999994
09_111,41.26099999999994
09_112,41.26349999999994
09_113,41.24349999999994
09_114,41.124499999999955
09_115,41.124499999999955
09_116,41.26349999999994
