index,23SoilWC ค.ชื้นดิน
02_1,31.1
02_2,36.94400000000002
02_3,36.804000000000016
02_4,36.88200000000002
02_5,36.93400000000001
02_6,36.99600000000002
02_7,36.902000000000015
02_8,36.93400000000001
02_9,36.98800000000001
02_10,36.95200000000002
02_11,36.924000000000014
02_12,37.054000000000016
02_13,36.95600000000002
02_14,36.98200000000001
02_15,37.06000000000001
02_16,37.114000000000026
02_17,37.19800000000002
02_18,43.40000000000002
02_19,44.943999999999996
02_20,45.60199999999998
02_21,45.92999999999999
02_22,45.51799999999999
02_23,45.923999999999985
02_24,45.58799999999999
02_25,52.00399999999999
02_26,46.687999999999995
02_27,46.63399999999999
02_28,46.675999999999995
02_29,46.957999999999984
02_30,40.455999999999996
02_31,47.19
02_32,40.062
02_33,51.413999999999994
02_34,52.768
02_35,51.65200000000001
02_36,54.536
02_37,50.035999999999994
02_38,50.077999999999996
02_39,46.316
02_40,45.4
02_41,41.48
02_42,46.04199999999999
02_43,45.96199999999999
02_44,46.096
02_45,49.96199999999999
02_46,46.08
02_47,46.16799999999999
02_48,46.373999999999995
02_49,41.459999999999994
02_50,46.316
02_51,46.07599999999999
02_52,51.506
02_53,51.29599999999999
02_54,46.318000000000005
02_55,52.306000000000004
02_56,46.166
02_57,45.99999999999999
02_58,46.334
02_59,45.838
02_60,51.361999999999995
02_61,41.93599999999999
02_62,48.214000000000006
02_63,32.316
02_64,37.66400000000002
02_65,37.65400000000002
02_66,32.358
02_67,37.91799999999999
02_68,37.888
02_69,37.614000000000004
02_70,37.86799999999999
02_71,37.692
02_72,37.85600000000001
02_73,37.66599999999999
02_74,37.924
02_75,37.79200000000001
02_76,37.77400000000001
02_77,38.15000000000003
02_78,32.523999999999994
02_79,37.800000000000004
02_80,37.788000000000004
02_81,37.82600000000002
02_82,37.528000000000006
02_83,37.62000000000001
02_84,37.71400000000001
02_85,37.754
02_86,37.64200000000001
02_87,38.13800000000003
02_88,37.66400000000001
02_89,37.63000000000002
02_90,37.67600000000001
02_91,37.74800000000001
02_92,37.65400000000001
02_93,32.29
02_94,37.71000000000001
02_95,38.05400000000002
02_96,38.01200000000003
02_97,38.13800000000003
02_98,37.738000000000014
02_99,32.222
02_100,32.17
02_101,32.168
02_102,38.04200000000002
02_103,38.11000000000002
02_104,37.74000000000002
02_105,37.73000000000002
02_106,37.72600000000002
02_107,37.672000000000025
02_108,37.892000000000024
02_109,38.07800000000002
02_110,38.02400000000002
02_111,38.066000000000024
02_112,38.01800000000002
02_113,37.66400000000002
09_1,40.05
09_2,40.302
09_3,39.55800000000001
09_4,39.784000000000006
09_5,34.45
09_6,34.432
09_7,39.5
09_8,39.830000000000005
09_9,39.75000000000001
09_10,39.620000000000005
09_11,39.867999999999995
09_12,39.724000000000004
09_13,39.672
09_14,39.724000000000004
09_15,38.186000000000014
09_16,38.634000000000015
09_17,34.186
09_18,38.576000000000015
09_19,38.58800000000002
09_20,38.61200000000002
09_21,38.57600000000002
09_22,38.61400000000002
09_23,38.58800000000002
09_24,38.38200000000002
09_25,38.58000000000002
09_26,38.65000000000002
09_27,38.436000000000014
09_28,38.536000000000016
09_29,38.49800000000002
09_30,34.266000000000005
09_31,38.60400000000001
09_32,38.75400000000002
09_33,39.60200000000002
09_34,39.66000000000002
09_35,39.536000000000016
09_36,39.694000000000024
09_37,39.67800000000002
09_38,39.56400000000002
09_39,39.59000000000002
09_40,39.53800000000002
09_41,39.54400000000002
09_42,39.55600000000002
09_43,34.246
09_44,39.54400000000002
09_45,39.67600000000002
09_46,39.67800000000002
09_47,33.01600000000002
09_48,32.94000000000002
09_49,33.01600000000002
09_50,34.08000000000001
09_51,33.25200000000001
09_52,33.01600000000002
09_53,35.11200000000001
09_54,33.84200000000001
09_55,33.74800000000002
09_56,33.74800000000002
09_57,33.83600000000002
09_58,33.74600000000002
09_59,33.74600000000002
09_60,33.61800000000002
09_61,33.804000000000016
09_62,33.57000000000002
09_63,33.554000000000016
09_64,38.31200000000002
09_65,34.18000000000002
09_66,38.664000000000016
09_67,34.06400000000002
09_68,34.164000000000016
09_69,33.960000000000015
09_70,34.08000000000002
09_71,34.04000000000002
09_72,33.95400000000001
09_73,33.72400000000002
09_74,34.164000000000016
09_75,35.47800000000002
09_76,34.804
09_77,33.776
09_78,33.67
09_79,33.782
09_80,33.764
09_81,33.702000000000005
09_82,33.617999999999995
09_83,33.52400000000001
09_84,33.67
09_85,33.736
09_86,33.702000000000005
09_87,33.744
09_88,33.658
09_89,33.76
09_90,33.662000000000006
09_91,33.776
09_92,38.57800000000001
09_93,39.02600000000002
09_94,39.474000000000004
09_95,34.804
09_96,39.38600000000001
09_97,39.36200000000001
09_98,39.254000000000005
09_99,39.254000000000005
09_100,39.254000000000005
09_101,39.59800000000001
09_102,39.132000000000026
09_103,39.240000000000016
09_104,38.04800000000001
09_105,39.254000000000005
09_106,39.59800000000001
09_107,39.132000000000026
09_108,39.254000000000005
09_109,39.254000000000005
09_110,39.27800000000001
09_111,39.37000000000001
09_112,39.29800000000001
09_113,39.27000000000001
09_114,39.24600000000001
09_115,39.24600000000001
09_116,39.29800000000001
