index,23SoilWC ค.ชื้นดิน
02_1,31.1
02_2,37.08549999999995
02_3,37.12058333333327
02_4,37.14058333333329
02_5,37.13208333333329
02_6,37.30349999999995
02_7,37.040499999999945
02_8,37.13808333333329
02_9,37.184499999999964
02_10,37.07499999999995
02_11,37.04649999999995
02_12,37.32449999999996
02_13,37.181499999999964
02_14,37.24149999999998
02_15,37.226499999999966
02_16,37.570999999999934
02_17,37.60999999999993
02_18,43.722000000000016
02_19,45.012000000000015
02_20,44.96849999999999
02_21,46.31299999999998
02_22,46.15899999999998
02_23,46.12599999999998
02_24,46.23249999999997
02_25,47.087499999999984
02_26,46.69299999999996
02_27,46.879999999999974
02_28,46.690499999999965
02_29,46.66249999999997
02_30,35.28900000000005
02_31,46.11849999999998
02_32,35.18350000000005
02_33,47.64749999999997
02_34,48.548999999999985
02_35,48.91999999999994
02_36,49.71149999999995
02_37,45.14849999999997
02_38,45.52149999999994
02_39,42.90899999999997
02_40,44.72949999999995
02_41,35.29650000000005
02_42,42.555499999999974
02_43,42.978499999999976
02_44,43.028999999999975
02_45,45.55699999999995
02_46,42.53699999999998
02_47,42.894999999999975
02_48,43.112999999999964
02_49,35.37050000000005
02_50,42.61149999999997
02_51,42.927499999999974
02_52,48.58749999999993
02_53,47.61199999999997
02_54,46.56049999999998
02_55,47.19199999999998
02_56,46.079999999999984
02_57,46.17899999999999
02_58,46.24999999999999
02_59,46.41749999999998
02_60,46.857
02_61,35.50150000000004
02_62,46.87499999999999
02_63,32.06500000000003
02_64,39.750999999999955
02_65,39.720499999999944
02_66,31.94200000000004
02_67,38.94950000000003
02_68,39.04450000000001
02_69,39.028499999999994
02_70,39.24249999999999
02_71,39.01499999999999
02_72,39.280499999999996
02_73,39.24000000000001
02_74,39.46449999999999
02_75,39.44799999999999
02_76,39.114000000000004
02_77,39.41449999999996
02_78,32.21050000000005
02_79,39.12499999999999
02_80,39.06949999999996
02_81,39.23899999999996
02_82,38.61399999999999
02_83,38.89449999999997
02_84,38.90099999999994
02_85,38.84049999999999
02_86,38.7705
02_87,38.855499999999964
02_88,38.99100000000001
02_89,39.11
02_90,39.1555
02_91,39.37999999999997
02_92,39.02700000000001
02_93,32.36200000000004
02_94,39.0915
02_95,38.914499999999975
02_96,39.154999999999966
02_97,38.788499999999964
02_98,39.257499999999965
02_99,32.88050000000001
02_100,32.63950000000003
02_101,32.73500000000003
02_102,38.94249999999997
02_103,39.001999999999974
02_104,38.87099999999997
02_105,38.97799999999997
02_106,38.744499999999974
02_107,38.96749999999998
02_108,38.90049999999999
02_109,38.86749999999997
02_110,38.65249999999996
02_111,38.72949999999996
02_112,38.885499999999986
02_113,38.93399999999996
09_1,39.44500000000001
09_2,39.56099999999999
09_3,39.31999999999999
09_4,39.21399999999999
09_5,33.85350000000001
09_6,33.9695
09_7,39.312499999999986
09_8,39.203499999999984
09_9,39.17699999999999
09_10,39.09449999999999
09_11,39.25399999999999
09_12,39.14400000000001
09_13,38.932
09_14,39.14400000000001
09_15,38.560499999999955
09_16,38.73949999999998
09_17,33.7875
09_18,38.81049999999997
09_19,38.800999999999966
09_20,38.723499999999966
09_21,38.781499999999966
09_22,38.74549999999997
09_23,38.746999999999964
09_24,38.58699999999997
09_25,38.62199999999995
09_26,38.817999999999955
09_27,38.48749999999995
09_28,38.86399999999996
09_29,38.71149999999996
09_30,33.865500000000004
09_31,39.41299999999996
09_32,39.73349999999998
09_33,40.26749999999998
09_34,41.41549999999998
09_35,40.4715
09_36,40.489499999999964
09_37,40.16599999999996
09_38,40.100499999999975
09_39,40.13849999999997
09_40,40.25549999999999
09_41,40.42149999999999
09_42,40.20449999999999
09_43,33.9585
09_44,40.47699999999999
09_45,40.622499999999974
09_46,40.342999999999954
09_47,39.76399999999995
09_48,39.30949999999995
09_49,39.683999999999955
09_50,40.28199999999993
09_51,39.11349999999996
09_52,39.76399999999995
09_53,39.81549999999995
09_54,39.38549999999995
09_55,39.759999999999955
09_56,39.77599999999996
09_57,39.844999999999956
09_58,39.58799999999996
09_59,39.50899999999995
09_60,39.02799999999995
09_61,39.56349999999993
09_62,38.786499999999954
09_63,39.13649999999995
09_64,36.59149999999999
09_65,39.140499999999946
09_66,36.719999999999985
09_67,39.189999999999955
09_68,39.17799999999994
09_69,38.88999999999996
09_70,38.74849999999993
09_71,38.945499999999946
09_72,38.821999999999974
09_73,38.77749999999995
09_74,39.15399999999995
09_75,39.80799999999993
09_76,40.32149999999995
09_77,39.49449999999997
09_78,39.26099999999996
09_79,39.206499999999984
09_80,39.43149999999997
09_81,39.22899999999998
09_82,39.270999999999965
09_83,39.068499999999965
09_84,39.27599999999997
09_85,39.42999999999998
09_86,39.12799999999998
09_87,39.13699999999997
09_88,39.190499999999965
09_89,39.40449999999997
09_90,39.28049999999995
09_91,39.42749999999996
09_92,36.74399999999999
09_93,36.579999999999984
09_94,42.88149999999994
09_95,40.12049999999994
09_96,42.57999999999992
09_97,42.88949999999994
09_98,42.428999999999945
09_99,42.54849999999994
09_100,42.54849999999994
09_101,42.67599999999993
09_102,42.52449999999992
09_103,42.41349999999992
09_104,41.99299999999994
09_105,42.66199999999993
09_106,42.81249999999993
09_107,42.44899999999991
09_108,42.78849999999994
09_109,42.60349999999993
09_110,42.32899999999992
09_111,42.51299999999993
09_112,42.370999999999924
09_113,42.32099999999992
09_114,42.26949999999994
09_115,42.27049999999994
09_116,42.370999999999924
