index,23SoilWC ค.ชื้นดิน
02_1,31.1
02_2,43.56219482421875
02_3,44.91585922241211
02_4,43.87804412841797
02_5,33.99617385864258
02_6,34.107032775878906
02_7,44.308223724365234
02_8,44.308223724365234
02_9,44.308223724365234
02_10,44.48333740234375
02_11,44.220706939697266
02_12,44.220706939697266
02_13,43.79052734375
02_14,43.79052734375
02_15,44.22248458862305
02_16,44.308223724365234
02_17,34.07864761352539
02_18,43.87804412841797
02_19,44.308223724365234
02_20,44.308223724365234
02_21,44.308223724365234
02_22,44.308223724365234
02_23,44.308223724365234
02_24,44.308223724365234
02_25,44.308223724365234
02_26,44.308223724365234
02_27,44.308223724365234
02_28,43.87804412841797
02_29,43.87804412841797
02_30,34.107032775878906
02_31,45.7981071472168
02_32,44.857112884521484
02_33,47.14519500732422
02_34,47.5573616027832
02_35,46.424739837646484
02_36,47.5573616027832
02_37,47.5573616027832
02_38,47.10720443725586
02_39,47.078433990478516
02_40,46.67699432373047
02_41,46.41986846923828
02_42,46.39524841308594
02_43,34.082359313964844
02_44,46.41986846923828
02_45,47.5573616027832
02_46,47.17769241333008
02_47,56.28469467163086
02_48,54.68068313598633
02_49,53.75984573364258
02_50,54.20908737182617
02_51,57.17753982543945
02_52,55.30051803588867
02_53,59.379150390625
02_54,56.93914794921875
02_55,59.379150390625
02_56,58.02069854736328
02_57,58.02069854736328
02_58,55.552490234375
02_59,55.58946990966797
02_60,58.02069854736328
02_61,59.379150390625
02_62,58.02069854736328
02_63,57.03398132324219
02_64,43.397560119628906
02_65,58.02069854736328
02_66,43.397560119628906
02_67,59.379150390625
02_68,58.02069854736328
02_69,57.16309356689453
02_70,57.16309356689453
02_71,57.16309356689453
02_72,57.16309356689453
02_73,57.03398132324219
02_74,58.02069854736328
02_75,57.16309356689453
02_76,57.45069885253906
02_77,58.847957611083984
02_78,57.17753982543945
02_79,57.17753982543945
02_80,57.17753982543945
02_81,58.847957611083984
02_82,57.17753982543945
02_83,56.26974105834961
02_84,58.847957611083984
02_85,56.26974105834961
02_86,57.17753982543945
02_87,57.17753982543945
02_88,56.26974105834961
02_89,56.26974105834961
02_90,57.17753982543945
02_91,56.26974105834961
02_92,41.223148345947266
02_93,41.30805587768555
02_94,57.67812728881836
02_95,57.17753982543945
02_96,57.2063102722168
02_97,57.2063102722168
02_98,56.26974105834961
02_99,57.17753982543945
02_100,57.17753982543945
02_101,58.847957611083984
02_102,57.17753982543945
02_103,57.17753982543945
02_104,56.26974105834961
02_105,56.26974105834961
02_106,58.847957611083984
02_107,56.26974105834961
02_108,57.17753982543945
02_109,57.17753982543945
02_110,56.26974105834961
02_111,56.1406364440918
02_112,56.11086654663086
02_113,56.11086654663086
09_1,56.11086654663086
09_2,56.11086654663086
09_3,56.11086654663086
09_4,37.26532745361328
09_5,37.293418884277344
09_6,37.22941589355469
09_7,37.568153381347656
09_8,37.568153381347656
09_9,37.22941589355469
09_10,37.26532745361328
09_11,37.22941589355469
09_12,37.26532745361328
09_13,37.26532745361328
09_14,37.26532745361328
09_15,37.26532745361328
09_16,37.26532745361328
09_17,37.27851104736328
09_18,37.26532745361328
09_19,37.275482177734375
09_20,37.66978454589844
09_21,40.77069854736328
09_22,42.58247375488281
09_23,44.267276763916016
09_24,52.56184005737305
09_25,52.61790466308594
09_26,52.56184005737305
09_27,52.52934265136719
09_28,52.56184005737305
09_29,52.56184005737305
09_30,52.56184005737305
09_31,52.56184005737305
09_32,52.56184005737305
09_33,38.4336051940918
09_34,52.37660598754883
09_35,38.49602508544922
09_36,54.394081115722656
09_37,55.89971160888672
09_38,56.654945373535156
09_39,55.667884826660156
09_40,56.705467224121094
09_41,56.705467224121094
09_42,56.705467224121094
09_43,56.705467224121094
09_44,40.56417465209961
09_45,56.705467224121094
09_46,56.705467224121094
09_47,56.705467224121094
09_48,56.705467224121094
09_49,56.705467224121094
09_50,56.705467224121094
09_51,56.66441345214844
09_52,40.416080474853516
09_53,56.66441345214844
09_54,56.66441345214844
09_55,56.72047424316406
09_56,54.38733673095703
09_57,52.55509567260742
09_58,52.49604034423828
09_59,52.55509567260742
09_60,52.55509567260742
09_61,52.55509567260742
09_62,52.55509567260742
09_63,52.56184005737305
09_64,38.223087310791016
09_65,52.56184005737305
09_66,33.141414642333984
09_67,41.80625915527344
09_68,41.76535415649414
09_69,33.141414642333984
09_70,41.215576171875
09_71,41.40018844604492
09_72,40.20176696777344
09_73,40.335113525390625
09_74,40.20176696777344
09_75,40.65273666381836
09_76,42.92595672607422
09_77,43.05317306518555
09_78,43.94449996948242
09_79,43.94395065307617
09_80,40.002891540527344
09_81,33.46331787109375
09_82,41.738807678222656
09_83,41.055091857910156
09_84,40.35166931152344
09_85,39.78997802734375
09_86,39.39521408081055
09_87,40.31755065917969
09_88,40.17112731933594
09_89,40.16549301147461
09_90,38.420108795166016
09_91,41.327457427978516
09_92,41.18381118774414
09_93,40.89425277709961
09_94,40.835594177246094
09_95,41.125152587890625
09_96,33.46331787109375
09_97,41.47654342651367
09_98,38.476051330566406
09_99,38.94306182861328
09_100,38.476051330566406
09_101,41.125152587890625
09_102,33.361106872558594
09_103,33.298831939697266
09_104,33.303340911865234
09_105,38.902156829833984
09_106,38.902156829833984
09_107,38.91204071044922
09_108,38.91596984863281
09_109,38.930416107177734
09_110,38.91596984863281
09_111,38.81056594848633
09_112,38.8980827331543
09_113,38.96637725830078
09_114,38.8980827331543
09_115,38.81056594848633
09_116,38.753578186035156
