index,23SoilWC ค.ชื้นดิน
02_1,31.1
02_2,38.761085510253906
02_3,38.72066879272461
02_4,38.683685302734375
02_5,38.683685302734375
02_6,38.70322036743164
02_7,38.6342887878418
02_8,38.72066879272461
02_9,38.62706756591797
02_10,38.736549377441406
02_11,38.67525863647461
02_12,38.650169372558594
02_13,38.67525863647461
02_14,38.59246826171875
02_15,38.650169372558594
02_16,36.572261810302734
02_17,36.94193649291992
02_18,43.26744079589844
02_19,46.768798828125
02_20,46.74196243286133
02_21,47.94800567626953
02_22,48.18452072143555
02_23,48.06303024291992
02_24,42.27218246459961
02_25,55.30905532836914
02_26,42.16234588623047
02_27,42.26374816894531
02_28,42.26374816894531
02_29,42.088504791259766
02_30,34.64507293701172
02_31,41.474552154541016
02_32,34.8922119140625
02_33,46.313568115234375
02_34,47.008602142333984
02_35,47.00808334350586
02_36,55.32218551635742
02_37,59.400489807128906
02_38,59.400489807128906
02_39,46.952484130859375
02_40,51.759403228759766
02_41,35.20017623901367
02_42,46.13163757324219
02_43,46.13163757324219
02_44,47.01270294189453
02_45,59.264617919921875
02_46,46.816612243652344
02_47,46.87165069580078
02_48,46.89258575439453
02_49,35.26320266723633
02_50,46.89258575439453
02_51,46.7567138671875
02_52,47.075984954833984
02_53,46.197364807128906
02_54,42.14754104614258
02_55,54.645816802978516
02_56,42.03448486328125
02_57,42.05459213256836
02_58,42.08952331542969
02_59,42.135887145996094
02_60,55.167911529541016
02_61,34.60028839111328
02_62,50.597476959228516
02_63,34.3987922668457
02_64,39.90398025512695
02_65,39.90398025512695
02_66,34.38227081298828
02_67,40.38756561279297
02_68,40.019500732421875
02_69,39.810768127441406
02_70,40.33313751220703
02_71,39.810768127441406
02_72,40.74305725097656
02_73,41.47628402709961
02_74,41.751495361328125
02_75,41.975643157958984
02_76,41.740013122558594
02_77,39.96832275390625
02_78,34.570350646972656
02_79,40.204627990722656
02_80,40.115753173828125
02_81,40.40151596069336
02_82,39.686134338378906
02_83,39.641666412353516
02_84,39.498748779296875
02_85,39.79194259643555
02_86,39.80327606201172
02_87,37.9549560546875
02_88,39.684906005859375
02_89,39.55714797973633
02_90,39.542564392089844
02_91,39.345123291015625
02_92,39.345123291015625
02_93,34.475955963134766
02_94,39.61589431762695
02_95,39.23119354248047
02_96,38.23633575439453
02_97,37.9549560546875
02_98,39.345123291015625
02_99,34.574119567871094
02_100,34.191383361816406
02_101,34.18941879272461
02_102,37.95154571533203
02_103,38.37579345703125
02_104,38.000389099121094
02_105,38.3726921081543
02_106,38.290863037109375
02_107,38.276031494140625
02_108,38.1068229675293
02_109,38.11576461791992
02_110,38.0929069519043
02_111,38.1068229675293
02_112,38.12635040283203
02_113,38.12635040283203
09_1,38.55690002441406
09_2,38.582576751708984
09_3,40.66606140136719
09_4,38.490943908691406
09_5,35.65610122680664
09_6,35.09774398803711
09_7,39.21757125854492
09_8,38.34034729003906
09_9,38.490943908691406
09_10,38.363250732421875
09_11,38.377166748046875
09_12,38.455841064453125
09_13,38.455841064453125
09_14,38.455841064453125
09_15,38.441925048828125
09_16,38.377166748046875
09_17,35.104610443115234
09_18,38.377166748046875
09_19,38.377166748046875
09_20,38.490943908691406
09_21,38.490943908691406
09_22,38.490943908691406
09_23,38.377166748046875
09_24,38.490943908691406
09_25,38.49988555908203
09_26,38.60266876220703
09_27,38.60266876220703
09_28,38.84040069580078
09_29,38.49637222290039
09_30,35.652591705322266
09_31,40.36159896850586
09_32,40.152225494384766
09_33,41.34202194213867
09_34,41.50727844238281
09_35,40.90066146850586
09_36,41.19514465332031
09_37,41.19514465332031
09_38,40.98577117919922
09_39,40.80369567871094
09_40,40.98577117919922
09_41,40.88714599609375
09_42,40.873680114746094
09_43,35.859012603759766
09_44,40.88714599609375
09_45,41.19514465332031
09_46,40.777217864990234
09_47,32.15647888183594
09_48,31.63763427734375
09_49,32.64695739746094
09_50,31.957263946533203
09_51,31.433048248291016
09_52,32.03858184814453
09_53,31.588289260864258
09_54,32.222679138183594
09_55,32.358604431152344
09_56,32.14923095703125
09_57,32.14923095703125
09_58,31.717979431152344
09_59,32.15947723388672
09_60,31.50467872619629
09_61,32.358604431152344
09_62,31.50467872619629
09_63,31.855070114135742
09_64,34.88344192504883
09_65,31.610980987548828
09_66,35.53030014038086
09_67,31.499250411987305
09_68,31.50819206237793
09_69,31.485734939575195
09_70,31.610980987548828
09_71,31.49467658996582
09_72,31.494646072387695
09_73,31.481178283691406
09_74,31.499250411987305
09_75,31.588289260864258
09_76,31.54654884338379
09_77,31.31927490234375
09_78,31.31927490234375
09_79,31.31927490234375
09_80,31.31927490234375
09_81,31.397945404052734
09_82,31.397945404052734
09_83,31.397945404052734
09_84,31.31927490234375
09_85,31.384429931640625
09_86,31.397945404052734
09_87,31.397945404052734
09_88,31.305755615234375
09_89,31.384429931640625
09_90,31.397945404052734
09_91,31.384429931640625
09_92,34.73193359375
09_93,34.942405700683594
09_94,38.1885986328125
09_95,31.52349853515625
09_96,37.927852630615234
09_97,38.02199172973633
09_98,37.88386154174805
09_99,38.02199172973633
09_100,38.02199172973633
09_101,38.23043441772461
09_102,37.922611236572266
09_103,37.927852630615234
09_104,35.48935317993164
09_105,37.909095764160156
09_106,38.13105392456055
09_107,37.87034606933594
09_108,38.02199172973633
09_109,37.927852630615234
09_110,37.914337158203125
09_111,37.99501037597656
09_112,37.8956298828125
09_113,37.8956298828125
09_114,37.8956298828125
09_115,37.8956298828125
09_116,37.76522445678711
